1680686620.000000, 1680686620.000000, 1680686620.000000
32.000000, 32.000000, 32.000000
-34,-23,45
-38,-21,47
-36,-24,48
-31,-26,49
-30,-27,56
-31,-31,53
-29,-39,47
-27,-35,54
-33,-33,59
-41,-22,48
-53,-18,42
-53,-1,48
-51,15,43
-35,21,50
-19,28,56
-23,28,50
-38,34,45
-35,30,49
-29,27,52
-18,21,53
-21,21,53
-30,25,51
-27,31,55
-23,34,56
-17,29,61
-15,25,64
-25,32,57
-17,23,62
-16,20,58
-16,16,57
-22,18,56
-21,21,54
-22,32,61
-28,39,67
-35,49,64
-48,49,57
-52,41,49
-24,13,40
1,5,50
27,-2,63
47,-19,59
61,-21,63
55,-7,72
36,-1,66
-29,11,36
-61,2,22
-53,-4,23
-40,-16,23
-42,-17,20
-51,-23,16
-52,-26,31
-47,-27,38
-55,-29,42
-57,-30,43
-60,-28,46
-62,-28,38
-62,-26,35
-65,-21,39
-63,-19,41
-59,-18,35
-59,-15,35
-56,-14,37
-52,-18,38
-57,-18,42
-73,-21,42
-65,-29,46
-70,-27,41
-65,-30,34
-63,-33,28
-55,-31,25
-50,-25,28
-48,-24,28
-43,-17,37
-58,-12,36
-22,-20,40
-10,-36,38
-43,-13,33
-16,-34,39
-24,-41,31
-23,-40,28
-29,-42,32
-32,-64,28
-23,-42,45
-29,-38,36
-27,-42,35
-31,-51,33
-33,-33,39
-43,-32,38
-42,-39,37
-33,-44,37
-31,-45,37
-29,-46,38
-29,-45,35
-31,-46,35
-30,-47,34
-30,-51,30
-31,-49,31
-27,-48,32
-25,-49,31
-24,-48,31
-20,-53,29
-19,-50,32
-20,-49,31
-22,-47,31
-29,-46,32
-30,-44,34
-30,-45,28
-28,-33,35
-18,-50,45
18,-59,60
-27,-35,35
-9,-33,40
-7,-24,45
-15,-18,53
-23,-20,50
-16,-17,52
-17,-14,58
-1,-6,67
-3,-2,63
2,-2,64
-5,-4,58
1,-2,63
25,-6,70
25,-6,66
11,-7,56
-8,-4,63
-17,-1,64
-31,-6,57
-51,-10,52
-54,-12,52
-56,-5,55
-54,-1,51
-50,2,47
-39,0,46
-36,0,47
-38,5,46
-41,9,48
-46,14,49
-50,22,49
-50,26,53
-49,24,50
-49,23,47
-46,22,48
-44,18,47
-46,17,47
-44,15,49
-43,13,48
-39,12,45
-39,10,43
-39,11,46
-36,13,44
-35,13,45
-36,12,50
-38,10,51
-40,10,53
-40,8,56
-38,6,57
-37,2,56
-36,-2,58
-37,-3,58
-41,-3,62
-43,-4,63
-42,-7,64
-40,-10,67
-36,-12,63
-34,-16,50
-33,-18,47
-33,-22,46
-29,-24,50
-29,-23,55
-29,-24,53
-29,-25,54
-33,-24,50
-32,-22,48
-34,-20,49
-35,-17,50
-37,-18,48
-34,-18,53
-35,-21,50
-37,-23,48
-35,-27,47
-34,-30,45
-30,-37,44
-34,-36,48
-36,-36,46
-46,-32,42
-48,-30,42
-46,-28,43
-41,-28,38
-44,-29,38
-39,-33,41
-38,-35,41
-35,-36,36
-40,-34,35
-41,-30,36
-39,-30,32
-40,-32,30
-35,-31,35
-41,-30,37
-47,-29,39
-42,-28,42
-41,-30,37
-45,-36,37
-39,-41,37
-38,-44,35
-33,-45,34
-34,-45,36
-32,-45,38
-38,-43,33
-40,-43,34
-35,-42,39
-32,-40,36
-27,-39,36
-32,-36,41
-35,-35,44
-34,-36,47
-35,-41,41
-33,-41,38
-30,-39,39
-31,-36,40
-26,-37,40
-31,-36,43
-28,-34,45
-27,-34,39
-31,-36,39
-28,-37,41
-24,-40,45
-22,-40,45
-33,-40,39
-29,-41,42
-26,-38,45
-26,-40,42
-24,-39,42
-31,-36,39
-35,-34,40
-33,-34,44
-32,-36,40
-27,-39,44
-27,-43,45
-25,-42,45
-26,-41,48
-30,-39,49
-33,-37,48
-31,-36,43
-24,-36,46
-15,-38,46
-12,-39,44
-13,-38,45
-16,-39,48
-23,-39,50
-30,-38,49
-27,-40,46
-28,-38,42
-27,-38,45
-27,-38,48
-33,-37,44
-29,-39,44
-32,-39,42
-27,-40,43
-32,-40,42
-28,-40,43
-20,-37,47
-21,-37,46
-19,-36,46
-17,-35,47
-16,-35,48
-19,-36,45
-23,-36,44
-21,-36,47
-20,-37,47
-19,-36,49
-17,-36,49
-18,-35,50
-13,-35,55
-12,-36,55
-16,-37,52
-20,-37,49
-20,-35,54
-18,-35,57
-21,-35,54
-20,-35,51
-16,-34,50
-20,-33,48
-21,-35,53
-24,-35,50
-22,-34,51
-26,-35,49
-24,-35,49
-17,-39,50
-22,-38,54
-26,-38,53
-26,-38,48
-21,-39,46
-14,-38,43
-17,-37,37
-15,-34,42
-35,-26,47
-37,-24,46
-43,-19,41
-40,-20,42
-35,-23,40
-41,-24,37
-33,-28,43
-39,-33,38
-43,-40,40
-45,-41,44
-43,-40,40
-44,-38,41
-46,-36,38
-38,-31,41
-38,-31,38
-43,-36,28
-47,-35,28
-51,-32,28
-48,-37,34
-47,-36,35
-49,-29,36
-44,-27,34
-47,-26,34
-50,-31,37
-47,-34,38
-41,-38,28
-46,-38,26
-49,-37,25
-44,-38,23
-46,-39,21
-52,-39,20
-54,-39,22
-48,-40,21
-42,-41,23
-44,-39,25
-44,-39,25
-44,-38,23
-45,-39,23
-46,-39,24
-46,-39,23
-46,-40,23
-45,-39,25
-44,-40,24
-45,-40,24
-44,-40,24
-43,-40,23
-44,-40,23
-44,-38,24
-41,-38,24
-42,-38,23
-43,-38,24
-45,-37,29
-45,-38,29
-46,-45,27
-45,-48,28
-55,-45,23
-56,-42,34
-44,-42,29
-49,-30,17
-58,-29,18
-43,-36,20
-43,-36,-1
-66,-34,3
-72,-29,2
-55,-32,0
-49,-28,-3
-53,-21,6
-54,-25,18
-61,-28,0
-58,-28,-1
-55,-26,7
-57,-29,-2
-60,-31,-9
-60,-31,-9
-59,-32,-9
-60,-29,-3
-57,-28,-1
-57,-26,-4
-59,-26,-7
-61,-27,-6
-60,-27,-8
-60,-26,-5
-58,-26,-4
-57,-25,-4
-58,-25,-8
-63,-25,-15
-58,-27,-11
-59,-27,-10
-59,-27,-12
-59,-26,-12
-60,-26,-11
-57,-26,-11
-57,-25,-13
-58,-25,-14
-58,-25,-14
-59,-26,-13
-59,-26,-15
-59,-26,-15
-58,-26,-14
-58,-26,-15
-57,-26,-15
-57,-26,-13
-58,-26,-14
-59,-26,-16
-59,-26,-16
-59,-25,-14
-57,-26,-13
-57,-26,-14
-57,-26,-15
-57,-26,-15
